attempt_id,run_id,bundle_id,cell_id,period_role,from_date,to_date,status,attempt_manifest_path,tester_config_path,common_model_path,common_model_copy_status,telemetry_common_path,feature_count,decision_family,runtime_period_set_id,tester_execution_profile_id,claim_boundary
attempt_wave0_cell_006_l4_validation_v0,onnxlab_wave0_cell_006_surface_scout_v0,bundle_wave0_cell_006_l4_onnx_export_v0,wave0_cell_006,validation,2024.06.05,2025.03.10,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave0_cell_006_l4_validation_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave0_cell_006_l4_validation_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave0_cell_006_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave0_cell_006_l4_validation_v0\score_telemetry.csv,66,diagnostic_rank_only,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave0_cell_006_l4_research_oos_v0,onnxlab_wave0_cell_006_surface_scout_v0,bundle_wave0_cell_006_l4_onnx_export_v0,wave0_cell_006,research_oos,2025.04.03,2025.11.21,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave0_cell_006_l4_research_oos_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave0_cell_006_l4_research_oos_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave0_cell_006_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave0_cell_006_l4_research_oos_v0\score_telemetry.csv,66,diagnostic_rank_only,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave0_cell_007_l4_validation_v0,onnxlab_wave0_cell_007_surface_scout_v0,bundle_wave0_cell_007_l4_onnx_export_v0,wave0_cell_007,validation,2024.06.05,2025.03.10,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave0_cell_007_l4_validation_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave0_cell_007_l4_validation_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave0_cell_007_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave0_cell_007_l4_validation_v0\score_telemetry.csv,13,abstain_capable_direction_agnostic_tradeability,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave0_cell_007_l4_research_oos_v0,onnxlab_wave0_cell_007_surface_scout_v0,bundle_wave0_cell_007_l4_onnx_export_v0,wave0_cell_007,research_oos,2025.04.03,2025.11.21,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave0_cell_007_l4_research_oos_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave0_cell_007_l4_research_oos_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave0_cell_007_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave0_cell_007_l4_research_oos_v0\score_telemetry.csv,13,abstain_capable_direction_agnostic_tradeability,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave0_cell_008_l4_validation_v0,onnxlab_wave0_cell_008_surface_scout_v0,bundle_wave0_cell_008_l4_onnx_export_v0,wave0_cell_008,validation,2024.06.05,2025.03.10,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave0_cell_008_l4_validation_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave0_cell_008_l4_validation_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave0_cell_008_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave0_cell_008_l4_validation_v0\score_telemetry.csv,43,abstain_capable_direction_agnostic_tradeability,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave0_cell_008_l4_research_oos_v0,onnxlab_wave0_cell_008_surface_scout_v0,bundle_wave0_cell_008_l4_onnx_export_v0,wave0_cell_008,research_oos,2025.04.03,2025.11.21,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave0_cell_008_l4_research_oos_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave0_cell_008_l4_research_oos_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave0_cell_008_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave0_cell_008_l4_research_oos_v0\score_telemetry.csv,43,abstain_capable_direction_agnostic_tradeability,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave0_cell_009_l4_validation_v0,onnxlab_wave0_cell_009_surface_scout_v0,bundle_wave0_cell_009_l4_onnx_export_v0,wave0_cell_009,validation,2024.06.05,2025.03.10,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave0_cell_009_l4_validation_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave0_cell_009_l4_validation_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave0_cell_009_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave0_cell_009_l4_validation_v0\score_telemetry.csv,66,diagnostic_rank_only,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave0_cell_009_l4_research_oos_v0,onnxlab_wave0_cell_009_surface_scout_v0,bundle_wave0_cell_009_l4_onnx_export_v0,wave0_cell_009,research_oos,2025.04.03,2025.11.21,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave0_cell_009_l4_research_oos_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave0_cell_009_l4_research_oos_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave0_cell_009_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave0_cell_009_l4_research_oos_v0\score_telemetry.csv,66,diagnostic_rank_only,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave0_cell_010_l4_validation_v0,onnxlab_wave0_cell_010_surface_scout_v0,bundle_wave0_cell_010_l4_onnx_export_v0,wave0_cell_010,validation,2024.06.05,2025.03.10,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave0_cell_010_l4_validation_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave0_cell_010_l4_validation_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave0_cell_010_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave0_cell_010_l4_validation_v0\score_telemetry.csv,9,diagnostic_rank_only,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave0_cell_010_l4_research_oos_v0,onnxlab_wave0_cell_010_surface_scout_v0,bundle_wave0_cell_010_l4_onnx_export_v0,wave0_cell_010,research_oos,2025.04.03,2025.11.21,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave0_cell_010_l4_research_oos_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave0_cell_010_l4_research_oos_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave0_cell_010_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave0_cell_010_l4_research_oos_v0\score_telemetry.csv,9,diagnostic_rank_only,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave0_cell_011_l4_validation_v0,onnxlab_wave0_cell_011_surface_scout_v0,bundle_wave0_cell_011_l4_onnx_export_v0,wave0_cell_011,validation,2024.06.05,2025.03.10,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave0_cell_011_l4_validation_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave0_cell_011_l4_validation_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave0_cell_011_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave0_cell_011_l4_validation_v0\score_telemetry.csv,66,abstain_capable_direction_agnostic_tradeability,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave0_cell_011_l4_research_oos_v0,onnxlab_wave0_cell_011_surface_scout_v0,bundle_wave0_cell_011_l4_onnx_export_v0,wave0_cell_011,research_oos,2025.04.03,2025.11.21,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave0_cell_011_l4_research_oos_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave0_cell_011_l4_research_oos_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave0_cell_011_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave0_cell_011_l4_research_oos_v0\score_telemetry.csv,66,abstain_capable_direction_agnostic_tradeability,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave0_cell_012_l4_validation_v0,onnxlab_wave0_cell_012_surface_scout_v0,bundle_wave0_cell_012_l4_onnx_export_v0,wave0_cell_012,validation,2024.06.05,2025.03.10,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave0_cell_012_l4_validation_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave0_cell_012_l4_validation_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave0_cell_012_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave0_cell_012_l4_validation_v0\score_telemetry.csv,43,abstain_capable_direction_agnostic_tradeability,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave0_cell_012_l4_research_oos_v0,onnxlab_wave0_cell_012_surface_scout_v0,bundle_wave0_cell_012_l4_onnx_export_v0,wave0_cell_012,research_oos,2025.04.03,2025.11.21,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave0_cell_012_l4_research_oos_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave0_cell_012_l4_research_oos_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave0_cell_012_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave0_cell_012_l4_research_oos_v0\score_telemetry.csv,43,abstain_capable_direction_agnostic_tradeability,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
