mt5_date,bar_count,expected_full_day_bars,session_status,is_first_copied_day,is_last_copied_day,first_bar_mt5,last_bar_mt5,first_hhmm_mt5,last_hhmm_mt5,internal_gap_count,max_gap_seconds,first_gap_from_mt5,first_gap_to_mt5,duplicate_count,spread_min_points,spread_max_points,spread_avg_points,spread_zero_count,tick_volume_sum,real_volume_sum,zero_tick_volume_count,zero_real_volume_count
2018.06.18,273,276,gap_or_missing_candidate,0,0,2018.06.18 01:00:00,2018.06.18 23:55:00,01:00,23:55,1,1200,2018.06.18 23:10:00,2018.06.18 23:30:00,0,0,200,140.59,2,123650,0,0,273
2018.06.19,273,276,gap_or_missing_candidate,0,0,2018.06.19 01:00:00,2018.06.19 23:55:00,01:00,23:55,1,1200,2018.06.19 23:10:00,2018.06.19 23:30:00,0,0,160,123.85,8,197186,0,0,273
2018.06.20,273,276,gap_or_missing_candidate,0,0,2018.06.20 01:00:00,2018.06.20 23:55:00,01:00,23:55,1,1200,2018.06.20 23:10:00,2018.06.20 23:30:00,0,0,160,136.26,5,139434,0,0,273
2018.06.21,273,276,gap_or_missing_candidate,0,0,2018.06.21 01:00:00,2018.06.21 23:55:00,01:00,23:55,1,1200,2018.06.21 23:10:00,2018.06.21 23:30:00,0,0,180,127.25,13,165526,0,0,273
2018.06.22,267,276,early_close_candidate,0,0,2018.06.22 01:00:00,2018.06.22 23:10:00,01:00,23:10,0,0,,,0,0,160,139.14,4,128611,0,0,267
2018.06.25,273,276,gap_or_missing_candidate,0,0,2018.06.25 01:00:00,2018.06.25 23:55:00,01:00,23:55,1,1200,2018.06.25 23:10:00,2018.06.25 23:30:00,0,0,160,115.38,15,187942,0,0,273
2018.06.26,273,276,gap_or_missing_candidate,0,0,2018.06.26 01:00:00,2018.06.26 23:55:00,01:00,23:55,1,1200,2018.06.26 23:10:00,2018.06.26 23:30:00,0,0,170,122.20,7,169972,0,0,273
2018.06.27,273,276,gap_or_missing_candidate,0,0,2018.06.27 01:00:00,2018.06.27 23:55:00,01:00,23:55,1,1200,2018.06.27 23:10:00,2018.06.27 23:30:00,0,0,160,109.08,16,198409,0,0,273
2018.06.28,273,276,gap_or_missing_candidate,0,0,2018.06.28 01:00:00,2018.06.28 23:55:00,01:00,23:55,1,1200,2018.06.28 23:10:00,2018.06.28 23:30:00,0,0,170,114.65,11,194183,0,0,273
2018.06.29,267,276,early_close_candidate,0,0,2018.06.29 01:00:00,2018.06.29 23:10:00,01:00,23:10,0,0,,,0,0,160,123.82,10,168742,0,0,267
2018.07.02,273,276,gap_or_missing_candidate,0,0,2018.07.02 01:00:00,2018.07.02 23:55:00,01:00,23:55,1,1200,2018.07.02 23:10:00,2018.07.02 23:30:00,0,0,160,126.04,3,111088,0,0,273
2018.07.03,232,276,early_close_candidate,0,0,2018.07.03 01:00:00,2018.07.03 20:15:00,01:00,20:15,0,0,,,0,0,210,128.15,5,85095,0,0,232
2018.07.04,229,276,early_close_candidate,0,0,2018.07.04 01:00:00,2018.07.04 20:00:00,01:00,20:00,0,0,,,0,0,190,151.92,1,40992,0,0,229
2018.07.05,273,276,gap_or_missing_candidate,0,0,2018.07.05 01:00:00,2018.07.05 23:55:00,01:00,23:55,1,1200,2018.07.05 23:10:00,2018.07.05 23:30:00,0,0,170,130.44,4,105390,0,0,273
2018.07.06,267,276,early_close_candidate,0,0,2018.07.06 01:00:00,2018.07.06 23:10:00,01:00,23:10,0,0,,,0,0,170,131.57,3,104349,0,0,267
2018.07.09,273,276,gap_or_missing_candidate,0,0,2018.07.09 01:00:00,2018.07.09 23:55:00,01:00,23:55,1,1200,2018.07.09 23:10:00,2018.07.09 23:30:00,0,20,160,143.88,0,86717,0,0,273
2018.07.10,273,276,gap_or_missing_candidate,0,0,2018.07.10 01:00:00,2018.07.10 23:55:00,01:00,23:55,1,1200,2018.07.10 23:10:00,2018.07.10 23:30:00,0,0,160,142.34,2,82581,0,0,273
2018.07.11,273,276,gap_or_missing_candidate,0,0,2018.07.11 01:00:00,2018.07.11 23:55:00,01:00,23:55,1,1200,2018.07.11 23:10:00,2018.07.11 23:30:00,0,0,170,128.57,5,123425,0,0,273
2018.07.12,273,276,gap_or_missing_candidate,0,0,2018.07.12 01:00:00,2018.07.12 23:55:00,01:00,23:55,1,1200,2018.07.12 23:10:00,2018.07.12 23:30:00,0,0,170,139.38,2,96205,0,0,273
2018.07.13,267,276,early_close_candidate,0,0,2018.07.13 01:00:00,2018.07.13 23:10:00,01:00,23:10,0,0,,,0,20,160,145.62,0,84766,0,0,267
2018.07.16,273,276,gap_or_missing_candidate,0,0,2018.07.16 01:00:00,2018.07.16 23:55:00,01:00,23:55,1,1200,2018.07.16 23:10:00,2018.07.16 23:30:00,0,0,170,145.49,1,86372,0,0,273
2018.07.17,273,276,gap_or_missing_candidate,0,0,2018.07.17 01:00:00,2018.07.17 23:55:00,01:00,23:55,1,1200,2018.07.17 23:10:00,2018.07.17 23:30:00,0,0,160,143.41,1,96748,0,0,273
2018.07.18,273,276,gap_or_missing_candidate,0,0,2018.07.18 01:00:00,2018.07.18 23:55:00,01:00,23:55,1,1200,2018.07.18 23:10:00,2018.07.18 23:30:00,0,40,170,145.90,0,83390,0,0,273
2018.07.19,273,276,gap_or_missing_candidate,0,0,2018.07.19 01:00:00,2018.07.19 23:55:00,01:00,23:55,1,1200,2018.07.19 23:10:00,2018.07.19 23:30:00,0,10,160,139.56,0,90652,0,0,273
2018.07.20,267,276,early_close_candidate,0,0,2018.07.20 01:00:00,2018.07.20 23:10:00,01:00,23:10,0,0,,,0,0,160,137.19,4,103057,0,0,267
2018.07.23,273,276,gap_or_missing_candidate,0,0,2018.07.23 01:00:00,2018.07.23 23:55:00,01:00,23:55,1,1200,2018.07.23 23:10:00,2018.07.23 23:30:00,0,0,180,141.50,5,86493,0,0,273
2018.07.24,273,276,gap_or_missing_candidate,0,0,2018.07.24 01:00:00,2018.07.24 23:55:00,01:00,23:55,1,1200,2018.07.24 23:10:00,2018.07.24 23:30:00,0,0,160,139.05,4,106639,0,0,273
2018.07.25,272,276,gap_or_missing_candidate,0,0,2018.07.25 01:00:00,2018.07.25 23:55:00,01:00,23:55,2,1200,2018.07.25 04:15:00,2018.07.25 04:25:00,0,0,190,142.61,2,91519,0,0,272
2018.07.26,273,276,gap_or_missing_candidate,0,0,2018.07.26 01:00:00,2018.07.26 23:55:00,01:00,23:55,1,1200,2018.07.26 23:10:00,2018.07.26 23:30:00,0,0,160,136.74,6,106009,0,0,273
2018.07.27,267,276,early_close_candidate,0,0,2018.07.27 01:00:00,2018.07.27 23:10:00,01:00,23:10,0,0,,,0,0,160,132.32,3,103282,0,0,267
2018.07.30,273,276,gap_or_missing_candidate,0,0,2018.07.30 01:00:00,2018.07.30 23:55:00,01:00,23:55,1,1200,2018.07.30 23:10:00,2018.07.30 23:30:00,0,0,160,128.79,10,103746,0,0,273
2018.07.31,273,276,gap_or_missing_candidate,0,0,2018.07.31 01:00:00,2018.07.31 23:55:00,01:00,23:55,1,1200,2018.07.31 23:10:00,2018.07.31 23:30:00,0,0,160,134.36,3,92113,0,0,273
2018.08.01,273,276,gap_or_missing_candidate,0,0,2018.08.01 01:00:00,2018.08.01 23:55:00,01:00,23:55,1,1200,2018.08.01 23:10:00,2018.08.01 23:30:00,0,0,160,130.37,4,103046,0,0,273
2018.08.02,273,276,gap_or_missing_candidate,0,0,2018.08.02 01:00:00,2018.08.02 23:55:00,01:00,23:55,1,1200,2018.08.02 23:10:00,2018.08.02 23:30:00,0,0,160,130.37,2,104853,0,0,273
2018.08.03,267,276,early_close_candidate,0,0,2018.08.03 01:00:00,2018.08.03 23:10:00,01:00,23:10,0,0,,,0,0,160,138.76,9,80073,0,0,267
2018.08.06,273,276,gap_or_missing_candidate,0,0,2018.08.06 01:00:00,2018.08.06 23:55:00,01:00,23:55,1,1200,2018.08.06 23:10:00,2018.08.06 23:30:00,0,20,160,144.87,0,77404,0,0,273
2018.08.07,273,276,gap_or_missing_candidate,0,0,2018.08.07 01:00:00,2018.08.07 23:55:00,01:00,23:55,1,1200,2018.08.07 23:10:00,2018.08.07 23:30:00,0,0,160,145.09,1,71100,0,0,273
2018.08.08,273,276,gap_or_missing_candidate,0,0,2018.08.08 01:00:00,2018.08.08 23:55:00,01:00,23:55,1,1200,2018.08.08 23:10:00,2018.08.08 23:30:00,0,0,160,146.12,2,65636,0,0,273
2018.08.09,273,276,gap_or_missing_candidate,0,0,2018.08.09 01:00:00,2018.08.09 23:55:00,01:00,23:55,1,1200,2018.08.09 23:10:00,2018.08.09 23:30:00,0,0,160,149.60,2,58960,0,0,273
2018.08.10,267,276,early_close_candidate,0,0,2018.08.10 01:00:00,2018.08.10 23:10:00,01:00,23:10,0,0,,,0,0,160,135.39,1,94360,0,0,267
2018.08.13,273,276,gap_or_missing_candidate,0,0,2018.08.13 01:00:00,2018.08.13 23:55:00,01:00,23:55,1,1200,2018.08.13 23:10:00,2018.08.13 23:30:00,0,0,160,127.99,5,107255,0,0,273
2018.08.14,273,276,gap_or_missing_candidate,0,0,2018.08.14 01:00:00,2018.08.14 23:55:00,01:00,23:55,1,1200,2018.08.14 23:10:00,2018.08.14 23:30:00,0,0,170,135.42,4,77222,0,0,273
2018.08.15,273,276,gap_or_missing_candidate,0,0,2018.08.15 01:00:00,2018.08.15 23:55:00,01:00,23:55,1,1200,2018.08.15 23:10:00,2018.08.15 23:30:00,0,0,160,125.09,12,107167,0,0,273
2018.08.16,273,276,gap_or_missing_candidate,0,0,2018.08.16 01:00:00,2018.08.16 23:55:00,01:00,23:55,1,1200,2018.08.16 23:10:00,2018.08.16 23:30:00,0,0,160,136.12,5,87929,0,0,273
2018.08.17,267,276,early_close_candidate,0,0,2018.08.17 01:00:00,2018.08.17 23:10:00,01:00,23:10,0,0,,,0,0,160,137.72,4,92469,0,0,267
2018.08.20,273,276,gap_or_missing_candidate,0,0,2018.08.20 01:00:00,2018.08.20 23:55:00,01:00,23:55,1,1200,2018.08.20 23:10:00,2018.08.20 23:30:00,0,30,160,141.98,0,79841,0,0,273
2018.08.21,273,276,gap_or_missing_candidate,0,0,2018.08.21 01:00:00,2018.08.21 23:55:00,01:00,23:55,1,1200,2018.08.21 23:10:00,2018.08.21 23:30:00,0,0,160,142.93,4,70976,0,0,273
2018.08.22,253,276,gap_or_missing_candidate,0,0,2018.08.22 01:00:00,2018.08.22 23:55:00,01:00,23:55,2,6300,2018.08.22 20:15:00,2018.08.22 22:00:00,0,10,160,141.15,0,73347,0,0,253
2018.08.23,273,276,gap_or_missing_candidate,0,0,2018.08.23 01:00:00,2018.08.23 23:55:00,01:00,23:55,1,1200,2018.08.23 23:10:00,2018.08.23 23:30:00,0,0,160,142.49,1,72997,0,0,273
2018.08.24,267,276,early_close_candidate,0,0,2018.08.24 01:00:00,2018.08.24 23:10:00,01:00,23:10,0,0,,,0,0,160,144.38,3,66358,0,0,267
2018.08.27,273,276,gap_or_missing_candidate,0,0,2018.08.27 01:00:00,2018.08.27 23:55:00,01:00,23:55,1,1200,2018.08.27 23:10:00,2018.08.27 23:30:00,0,0,160,147.84,4,62160,0,0,273
2018.08.28,273,276,gap_or_missing_candidate,0,0,2018.08.28 01:00:00,2018.08.28 23:55:00,01:00,23:55,1,1200,2018.08.28 23:10:00,2018.08.28 23:30:00,0,0,160,147.14,1,58295,0,0,273
2018.08.29,269,276,gap_or_missing_candidate,0,0,2018.08.29 01:20:00,2018.08.29 23:55:00,01:20,23:55,1,1200,2018.08.29 23:10:00,2018.08.29 23:30:00,0,20,160,150.37,0,57064,0,0,269
2018.08.30,273,276,gap_or_missing_candidate,0,0,2018.08.30 01:00:00,2018.08.30 23:55:00,01:00,23:55,1,1200,2018.08.30 23:10:00,2018.08.30 23:30:00,0,0,160,142.64,3,79703,0,0,273
2018.08.31,267,276,early_close_candidate,0,0,2018.08.31 01:00:00,2018.08.31 23:10:00,01:00,23:10,0,0,,,0,0,160,140.37,3,77133,0,0,267
2018.09.03,228,276,early_close_candidate,0,0,2018.09.03 01:00:00,2018.09.03 19:55:00,01:00,19:55,0,0,,,0,50,160,154.34,0,26795,0,0,228
2018.09.04,273,276,gap_or_missing_candidate,0,0,2018.09.04 01:00:00,2018.09.04 23:55:00,01:00,23:55,1,1200,2018.09.04 23:10:00,2018.09.04 23:30:00,0,0,160,137.11,2,91415,0,0,273
2018.09.05,273,276,gap_or_missing_candidate,0,0,2018.09.05 01:00:00,2018.09.05 23:55:00,01:00,23:55,1,1200,2018.09.05 23:10:00,2018.09.05 23:30:00,0,0,160,132.01,5,100637,0,0,273
2018.09.06,273,276,gap_or_missing_candidate,0,0,2018.09.06 01:00:00,2018.09.06 23:55:00,01:00,23:55,1,1200,2018.09.06 23:10:00,2018.09.06 23:30:00,0,0,160,127.36,9,109010,0,0,273
2018.09.07,267,276,early_close_candidate,0,0,2018.09.07 01:00:00,2018.09.07 23:10:00,01:00,23:10,0,0,,,0,0,160,145.47,6,133662,0,0,267
2018.09.10,273,276,gap_or_missing_candidate,0,0,2018.09.10 01:00:00,2018.09.10 23:55:00,01:00,23:55,1,1200,2018.09.10 23:10:00,2018.09.10 23:30:00,0,30,160,158.35,0,117305,0,0,273
2018.09.11,273,276,gap_or_missing_candidate,0,0,2018.09.11 01:00:00,2018.09.11 23:55:00,01:00,23:55,1,1200,2018.09.11 23:10:00,2018.09.11 23:30:00,0,0,160,158.72,1,108988,0,0,273
2018.09.12,273,276,gap_or_missing_candidate,0,0,2018.09.12 01:00:00,2018.09.12 23:55:00,01:00,23:55,1,1200,2018.09.12 23:10:00,2018.09.12 23:30:00,0,0,160,157.18,1,130361,0,0,273
2018.09.13,273,276,gap_or_missing_candidate,0,0,2018.09.13 01:00:00,2018.09.13 23:55:00,01:00,23:55,1,1200,2018.09.13 23:10:00,2018.09.13 23:30:00,0,0,160,158.64,1,100483,0,0,273
2018.09.14,243,276,gap_or_missing_candidate,0,0,2018.09.14 01:00:00,2018.09.14 23:10:00,01:00,23:10,1,7500,2018.09.14 19:30:00,2018.09.14 21:35:00,0,100,160,159.75,0,65538,0,0,243
2018.09.17,273,276,gap_or_missing_candidate,0,0,2018.09.17 01:00:00,2018.09.17 23:55:00,01:00,23:55,1,1200,2018.09.17 23:10:00,2018.09.17 23:30:00,0,0,180,157.77,2,89002,0,0,273
2018.09.18,273,276,gap_or_missing_candidate,0,0,2018.09.18 01:00:00,2018.09.18 23:55:00,01:00,23:55,1,1200,2018.09.18 23:10:00,2018.09.18 23:30:00,0,0,180,156.48,3,88124,0,0,273
2018.09.19,273,276,gap_or_missing_candidate,0,0,2018.09.19 01:00:00,2018.09.19 23:55:00,01:00,23:55,1,1200,2018.09.19 23:10:00,2018.09.19 23:30:00,0,0,220,158.90,1,80177,0,0,273
2018.09.20,273,276,gap_or_missing_candidate,0,0,2018.09.20 01:00:00,2018.09.20 23:55:00,01:00,23:55,1,1200,2018.09.20 23:10:00,2018.09.20 23:30:00,0,0,160,158.94,1,80459,0,0,273
2018.09.21,267,276,early_close_candidate,0,0,2018.09.21 01:00:00,2018.09.21 23:10:00,01:00,23:10,0,0,,,0,0,160,157.98,1,90194,0,0,267
2018.09.24,273,276,gap_or_missing_candidate,0,0,2018.09.24 01:00:00,2018.09.24 23:55:00,01:00,23:55,1,1200,2018.09.24 23:10:00,2018.09.24 23:30:00,0,0,160,157.33,3,99619,0,0,273
2018.09.25,273,276,gap_or_missing_candidate,0,0,2018.09.25 01:00:00,2018.09.25 23:55:00,01:00,23:55,1,1200,2018.09.25 23:10:00,2018.09.25 23:30:00,0,0,160,158.61,1,76211,0,0,273
2018.09.26,267,276,gap_or_missing_candidate,0,0,2018.09.26 01:00:00,2018.09.26 23:55:00,01:00,23:55,2,2100,2018.09.26 01:10:00,2018.09.26 01:45:00,0,0,160,158.58,1,82493,0,0,267
2018.09.27,273,276,gap_or_missing_candidate,0,0,2018.09.27 01:00:00,2018.09.27 23:55:00,01:00,23:55,1,1200,2018.09.27 23:10:00,2018.09.27 23:30:00,0,0,160,158.61,2,84967,0,0,273
2018.09.28,267,276,early_close_candidate,0,0,2018.09.28 01:00:00,2018.09.28 23:10:00,01:00,23:10,0,0,,,0,50,160,158.39,0,108213,0,0,267
2018.10.01,273,276,gap_or_missing_candidate,0,0,2018.10.01 01:00:00,2018.10.01 23:55:00,01:00,23:55,1,1200,2018.10.01 23:10:00,2018.10.01 23:30:00,0,0,160,158.50,1,96822,0,0,273
2018.10.02,273,276,gap_or_missing_candidate,0,0,2018.10.02 01:00:00,2018.10.02 23:55:00,01:00,23:55,1,1200,2018.10.02 23:10:00,2018.10.02 23:30:00,0,50,160,158.50,0,107388,0,0,273
2018.10.03,273,276,gap_or_missing_candidate,0,0,2018.10.03 01:00:00,2018.10.03 23:55:00,01:00,23:55,1,1200,2018.10.03 23:10:00,2018.10.03 23:30:00,0,140,160,159.74,0,105044,0,0,273
2018.10.04,273,276,gap_or_missing_candidate,0,0,2018.10.04 01:00:00,2018.10.04 23:55:00,01:00,23:55,1,1200,2018.10.04 23:10:00,2018.10.04 23:30:00,0,40,160,158.42,0,129396,0,0,273
2018.10.05,267,276,early_close_candidate,0,0,2018.10.05 01:00:00,2018.10.05 23:10:00,01:00,23:10,0,0,,,0,0,160,153.97,3,146047,0,0,267
2018.10.08,273,276,gap_or_missing_candidate,0,0,2018.10.08 01:00:00,2018.10.08 23:55:00,01:00,23:55,1,1200,2018.10.08 23:10:00,2018.10.08 23:30:00,0,0,160,156.04,2,150917,0,0,273
2018.10.09,273,276,gap_or_missing_candidate,0,0,2018.10.09 01:00:00,2018.10.09 23:55:00,01:00,23:55,1,1200,2018.10.09 23:10:00,2018.10.09 23:30:00,0,0,160,154.87,2,137509,0,0,273
2018.10.10,273,276,gap_or_missing_candidate,0,0,2018.10.10 01:00:00,2018.10.10 23:55:00,01:00,23:55,1,1200,2018.10.10 23:10:00,2018.10.10 23:30:00,0,0,160,141.72,14,167569,0,0,273
2018.10.11,273,276,gap_or_missing_candidate,0,0,2018.10.11 01:00:00,2018.10.11 23:55:00,01:00,23:55,1,1200,2018.10.11 23:10:00,2018.10.11 23:30:00,0,0,160,113.52,44,203650,0,0,273
2018.10.12,267,276,early_close_candidate,0,0,2018.10.12 01:00:00,2018.10.12 23:10:00,01:00,23:10,0,0,,,0,0,160,134.31,17,173663,0,0,267
2018.10.15,273,276,gap_or_missing_candidate,0,0,2018.10.15 01:00:00,2018.10.15 23:55:00,01:00,23:55,1,1200,2018.10.15 23:10:00,2018.10.15 23:30:00,0,0,160,144.65,10,163031,0,0,273
2018.10.16,272,276,gap_or_missing_candidate,0,0,2018.10.16 01:00:00,2018.10.16 23:55:00,01:00,23:55,2,1200,2018.10.16 10:30:00,2018.10.16 10:40:00,0,0,160,153.82,4,150210,0,0,272
2018.10.17,273,276,gap_or_missing_candidate,0,0,2018.10.17 01:00:00,2018.10.17 23:55:00,01:00,23:55,1,1200,2018.10.17 23:10:00,2018.10.17 23:30:00,0,0,160,147.47,10,153417,0,0,273
2018.10.18,266,276,gap_or_missing_candidate,0,0,2018.10.18 01:35:00,2018.10.18 23:55:00,01:35,23:55,1,1200,2018.10.18 23:10:00,2018.10.18 23:30:00,0,0,160,145.79,9,153387,0,0,266
2018.10.19,267,276,early_close_candidate,0,0,2018.10.19 01:00:00,2018.10.19 23:10:00,01:00,23:10,0,0,,,0,0,160,149.06,8,152992,0,0,267
2018.10.22,273,276,gap_or_missing_candidate,0,0,2018.10.22 01:00:00,2018.10.22 23:55:00,01:00,23:55,1,1200,2018.10.22 23:10:00,2018.10.22 23:30:00,0,0,160,148.61,8,168031,0,0,273
2018.10.23,273,276,gap_or_missing_candidate,0,0,2018.10.23 01:00:00,2018.10.23 23:55:00,01:00,23:55,1,1200,2018.10.23 23:10:00,2018.10.23 23:30:00,0,0,160,136.74,15,183731,0,0,273
2018.10.24,273,276,gap_or_missing_candidate,0,0,2018.10.24 01:00:00,2018.10.24 23:55:00,01:00,23:55,1,1200,2018.10.24 23:10:00,2018.10.24 23:30:00,0,0,160,131.65,25,180985,0,0,273
2018.10.25,273,276,gap_or_missing_candidate,0,0,2018.10.25 01:00:00,2018.10.25 23:55:00,01:00,23:55,1,1200,2018.10.25 23:10:00,2018.10.25 23:30:00,0,0,160,136.81,21,192287,0,0,273
2018.10.26,267,276,early_close_candidate,0,0,2018.10.26 01:00:00,2018.10.26 23:10:00,01:00,23:10,0,0,,,0,0,160,114.27,48,205482,0,0,267
2018.10.29,246,276,gap_or_missing_candidate,0,0,2018.10.29 03:15:00,2018.10.29 23:55:00,03:15,23:55,1,1200,2018.10.29 23:10:00,2018.10.29 23:30:00,0,0,160,129.47,23,175452,0,0,246
2018.10.30,273,276,gap_or_missing_candidate,0,0,2018.10.30 01:00:00,2018.10.30 23:55:00,01:00,23:55,1,1200,2018.10.30 23:10:00,2018.10.30 23:30:00,0,0,160,122.31,31,188211,0,0,273
